sentiment,text,label
positive,"Nothing but good things to say about this phone. All things considered with the price of around 12000 INR, the phone is an absolute value for money.
The display despite being 720p is super crisp.
The camera performance is surprising.
The battery backup is more than sufficient.
My favorite thing about the device is the stock android which makes everything feel smooth and fast.

P.S.
- use a good quality screen protector since it interferes with the in- display fingerprint scanner.
- gcam mod will change your camera experience forever ( in a very good way)

If youre on a budget, go for this phone. You will not regret it.",2
positive,Nice,2
negative,"Packing was not good , when I updated to android 9 pai gestures screen shots not working,  network signals drop problem, proximity sensor not properly working. Screen quality was very good",0
neutral,"The company said that 80 % of the shares of the holding company will be sold to Meadville Holdings Limited , a Hong Kong listed parent company of the Meadville Group .",1
negative,@schmitte @RunningQuack93 @kendallclb it was indeed a good source of laughter and concern. #GOPDebate #OMGOP,0
positive,"Alright, I think it`s time for bed...even though I`ll probably surf the net for another hour before I go to sleep lol! Goodnight",2
neutral,6000Mah battery capacity not sufficient for whole day it's drain out fast & Slow working as compared to note 50pro. Only AMOLED screen is best seen ever.,1
positive,Very Good Mobil..Competitor to Mi phones..Touch is awesome..,2
positive,Is constantly listening to the  song Fly with Me...b/c it`s the cutest song...'Peter Pan & Wendy turned out fine',2
positive,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,2
positive,sumsung brand is best,2
negative,"Worst camera , blurred/foggy images & if you want to make slow motion video , it's not possible in this phone ... There are alot of issues with this phones camera & finger print is not diagnosed many times",0
positive,"The fingerprint reader is very nice, but the camera quality didn't seem up to the mark.",2
negative,Camera blur problem,0
neutral,Performance is slow and bit heavy.... Beside this  all is okkk,1
positive,"camara and speed is fully loaded
all your need will be done...",2
negative,No,0
negative,My brother also posted about our Mother's Day experience. These must be franchises because the Scottsdale and Chandler locations are like eating at a different restaurant entirely. This is the second and last time we will frequent this location. The pizza and calzones were awful.,0
positive,"the maccabees new album is a winner ,everybody should take a listen fact",2
negative,Defective mobile delivered by Amazon and not replaced till date.,0
positive,Nice value for money,2
negative,Mi A2 is bad mobile I'm using still 2month full hang and restart automatically I hate mi A2,0
positive,"Samsung proved it again that he is the real beast... impressive, attractive & feeling like home..",2
neutral,It's quite good and worthy....,1
negative,The charger port is not what I was expecting. It does not have type c charger or its previous version. So we have to carry the charger all the time...,0
negative, yeah talking to you was too boring,0
negative,after using for 10 days the mobile vibaration is not working ....very bad mobile...i want a new mobile replacement for this,0
neutral,"Bad camera quality, gets blurry images. Front cam is too bad.",1
neutral,My phone is ultra fast now with all the latest firmware updates installed!,1
positive,"Amazing specs with really fast fingerprint sensor and face recognisation, really good specs and very unique too, the camera qualiyt is amazing even in low light and the processor is quite good too, the build quality is amazing also holding it gives a premium satisfaction do buy it without any second thoughts cause battery life is unexpextedly awesome⭐⭐⭐⭐⭐",2
positive,Good,2
negative,"First one to review. Finger print sensor is not at all worthy,face unlock feature is not at all reliable. RAM doesn't at all looks like 4GB,in short,waste of money for just a good name. Don't consider buying it other then camera",0
positive,"So much food for so little money, and they have kids meals that the kids will actually eat.  If you do not like what they offer in the cafeteria you can get food downstairs like Pizza and hotdogs...what kid does not like Pizza or a hotdog?

I had the meatballs and mashed potatoes and they were so good.  I wish there was something bad to say about eating in a furniture store cafeteria, but there really is not - it was great food, great service and fun for the kids (there is a play area with a TV that they can eat at too (so the parents can enjoy their food too)

My wife had the herb chicken and it looked great too, and she said it was really tasty too.  She loved it.  The desserts were amazing too, and very filling --- SO MUCH FOOD for SO LITTLE THE MONEY!

I wish it was not so far away from Queen Creek, or I would hit it up so much more often!",2
neutral,Product quality is ok but worst service by amezon,1
negative,RT @Ornyadams: Single payer... no way! I would miss paying ten different bills after my annual physical. Where's the fun in writing one che…,0
neutral,It stops working sometimes. Not compatible with all headphones.,1
positive,Nice product,2
positive,Garda,2
positive,There is no match for Samsung with the features being offered in this phone. Just about everything is so good about this piece from Samsung. Kudos to the R n D team,2
positive,"Awesome, Superb quality mobile. Its value for money. Fantastic camera with great clarity. Display is amazing with vibrant colours.  Loved the mobile.  It's a steal for me..1
 Just blindly go for it.",2
neutral," Aw you named your car, that`s very sweet. I`m sorry to hear that Petey has to go, I hope you find a really posh rollerskate.",1
positive,"the display might be issue for those who fall for 1080p every time,,, otherwise,, this phone has nothing to fall short for a mid-ranger from Redmi.
Battery, corning gorilla everywhere, camera, android One, signature clicky buttons, on-screen fingerprint scanner(bit sloppy) However it is a nice compact phone, which is hard to find nowadays.people can definitely go for it.
Those who are size and build conscious should consider it, otherwise 7 pro, or 8 pro nowadays would also be nice choice.Fight between A3 and note 7/8 pro is completely need-based.
one can easily figure it out.",2
negative,sleeping in was interupted by JACK-HAMMERS at 9am ****! Universe says GET UP! But I was up intil 3am `cause I thougth I`d be sleeping in,0
negative,"Poor batterly life, no dual space, mobile getting heated.",0
neutral,Staying after school today,1
neutral,"Camera isn't reaponding..
OnePlus 7T
🖕🖕🖕",1
positive,"It's a classic value buy...
Camera quality, battery life, display all are too good.
They have delivered what they advertise...
Quality product from Samsung...
Thanks Samsung...🤟",2
